Category;AUSPRAEGUNG;Year;Month;value;VORJAHRESWERT;VERAEND_VORMONAT_PROZENT;VERAEND_VORJAHRESMONAT_PROZENT;ZWOELF_MONATE_MITTELWERT
Verkehrsunfälle;Verletzte und Getötete;2018;Summe;6527;6058;;Jul 74;
Verkehrsunfälle;Verletzte und Getötete;2018;201801;350;307;-6.91;14. Jan;508
Verkehrsunfälle;Verletzte und Getötete;2018;201802;328;334;-6.29;-1.8;508
Verkehrsunfälle;Verletzte und Getötete;2018;201803;383;486;16.77;-21.19;499
Verkehrsunfälle;Verletzte und Getötete;2018;201804;619;439;61.62;41;514
Verkehrsunfälle;Verletzte und Getötete;2018;201805;640;631;Mrz 39;Jan 43;515
Verkehrsunfälle;Verletzte und Getötete;2018;201806;732;668;14.38;Sep 58;520
Verkehrsunfälle;Verletzte und Getötete;2018;201807;852;752;16.39;13. Mrz;529
Verkehrsunfälle;Verletzte und Getötete;2018;201808;529;504;-37.91;Apr 96;531
Verkehrsunfälle;Verletzte und Getötete;2018;201809;645;546;21.93;18.13;539
Verkehrsunfälle;Verletzte und Getötete;2018;201810;616;572;-4.5;Jul 69;543
Verkehrsunfälle;Verletzte und Getötete;2018;201811;485;443;-21.27;Sep 48;546
Verkehrsunfälle;Verletzte und Getötete;2018;201812;348;376;-28.25;-7.45;544
Verkehrsunfälle;Verletzte und Getötete;2017;Summe;6058;6409;;-5.48;
Verkehrsunfälle;Verletzte und Getötete;2017;201701;307;380;-19.42;-19.21;528
Verkehrsunfälle;Verletzte und Getötete;2017;201702;334;351;Aug 79;-4.84;527
Verkehrsunfälle;Verletzte und Getötete;2017;201703;486;370;45.51;31.35;536
Verkehrsunfälle;Verletzte und Getötete;2017;201704;439;545;-9.67;-19.45;527
Verkehrsunfälle;Verletzte und Getötete;2017;201705;631;602;43.74;Apr 82;530
Verkehrsunfälle;Verletzte und Getötete;2017;201706;668;691;Mai 86;-3.33;528
Verkehrsunfälle;Verletzte und Getötete;2017;201707;752;742;Dez 57;Jan 35;529
Verkehrsunfälle;Verletzte und Getötete;2017;201708;504;540;-32.98;-6.67;526
Verkehrsunfälle;Verletzte und Getötete;2017;201709;546;759;Aug 33;-28.06;508
Verkehrsunfälle;Verletzte und Getötete;2017;201710;572;559;Apr 76;Feb 33;509
Verkehrsunfälle;Verletzte und Getötete;2017;201711;443;489;-22.55;-9.41;505
Verkehrsunfälle;Verletzte und Getötete;2017;201712;376;381;-15.12;-1.31;505
Verkehrsunfälle;Verletzte und Getötete;2016;Summe;6409;6524;;-1.76;
Verkehrsunfälle;Verletzte und Getötete;2016;201601;380;334;-20.67;13.77;548
Verkehrsunfälle;Verletzte und Getötete;2016;201602;351;321;-7.63;Sep 35;550
Verkehrsunfälle;Verletzte und Getötete;2016;201603;370;471;Mai 41;-21.44;542
Verkehrsunfälle;Verletzte und Getötete;2016;201604;545;598;47.3;-8.86;537
Verkehrsunfälle;Verletzte und Getötete;2016;201605;602;604;Okt 46;-0.33;537
Verkehrsunfälle;Verletzte und Getötete;2016;201606;691;673;14.78;Feb 67;539
Verkehrsunfälle;Verletzte und Getötete;2016;201607;742;809;Jul 38;-8.28;533
Verkehrsunfälle;Verletzte und Getötete;2016;201608;540;546;-27.22;-1.1;532
Verkehrsunfälle;Verletzte und Getötete;2016;201609;759;614;40.56;23.62;545
Verkehrsunfälle;Verletzte und Getötete;2016;201610;559;569;-26.35;-1.76;544
Verkehrsunfälle;Verletzte und Getötete;2016;201611;489;506;-12.52;-3.36;542
Verkehrsunfälle;Verletzte und Getötete;2016;201612;381;479;-22.09;-20.46;534
Verkehrsunfälle;Verletzte und Getötete;2015;Summe;6524;6668;;-2.16;
Verkehrsunfälle;Verletzte und Getötete;2015;201501;334;412;-19.13;-18.93;549
Verkehrsunfälle;Verletzte und Getötete;2015;201502;321;372;-3.89;-13.71;545
Verkehrsunfälle;Verletzte und Getötete;2015;201503;471;559;46.73;-15.74;538
Verkehrsunfälle;Verletzte und Getötete;2015;201504;598;549;26.96;Aug 93;542
Verkehrsunfälle;Verletzte und Getötete;2015;201505;604;671;1;-9.99;536
Verkehrsunfälle;Verletzte und Getötete;2015;201506;673;656;Nov 42;Feb 59;538
Verkehrsunfälle;Verletzte und Getötete;2015;201507;809;783;20.21;Mrz 32;540
Verkehrsunfälle;Verletzte und Getötete;2015;201508;546;517;-32.51;Mai 61;542
Verkehrsunfälle;Verletzte und Getötete;2015;201509;614;620;Dez 45;-0.97;542
Verkehrsunfälle;Verletzte und Getötete;2015;201510;569;652;-7.33;-12.73;535
Verkehrsunfälle;Verletzte und Getötete;2015;201511;506;464;-11.07;09. Mai;538
Verkehrsunfälle;Verletzte und Getötete;2015;201512;479;413;-5.34;15.98;544
Verkehrsunfälle;Verletzte und Getötete;2014;Summe;6668;6522;;Feb 24;
Verkehrsunfälle;Verletzte und Getötete;2014;201401;412;320;-2.6;28.75;551
Verkehrsunfälle;Verletzte und Getötete;2014;201402;372;326;-9.71;14. Nov;555
Verkehrsunfälle;Verletzte und Getötete;2014;201403;559;350;50.27;59.71;572
Verkehrsunfälle;Verletzte und Getötete;2014;201404;549;523;-1.79;Apr 97;575
Verkehrsunfälle;Verletzte und Getötete;2014;201405;671;530;22.22;26. Jun;586
Verkehrsunfälle;Verletzte und Getötete;2014;201406;656;734;-2.24;-10.63;580
Verkehrsunfälle;Verletzte und Getötete;2014;201407;783;976;19.36;-19.77;564
Verkehrsunfälle;Verletzte und Getötete;2014;201408;517;645;-33.97;-19.84;553
Verkehrsunfälle;Verletzte und Getötete;2014;201409;620;617;19.92;0.49;553
Verkehrsunfälle;Verletzte und Getötete;2014;201410;652;595;Mai 16;Sep 58;558
Verkehrsunfälle;Verletzte und Getötete;2014;201411;464;483;-28.83;-3.93;557
Verkehrsunfälle;Verletzte und Getötete;2014;201412;413;423;-10.99;-2.36;556
Verkehrsunfälle;Verletzte und Getötete;2013;Summe;6522;6404;;Jan 84;
Verkehrsunfälle;Verletzte und Getötete;2013;201301;320;338;0.95;-5.33;532
Verkehrsunfälle;Verletzte und Getötete;2013;201302;326;290;Jan 88;Dez 41;535
Verkehrsunfälle;Verletzte und Getötete;2013;201303;350;526;Jul 36;-33.46;521
Verkehrsunfälle;Verletzte und Getötete;2013;201304;523;485;49.43;Jul 84;524
Verkehrsunfälle;Verletzte und Getötete;2013;201305;530;719;Jan 34;-26.29;508
Verkehrsunfälle;Verletzte und Getötete;2013;201306;734;681;38.49;Jul 78;512
Verkehrsunfälle;Verletzte und Getötete;2013;201307;976;730;32.97;33.7;533
Verkehrsunfälle;Verletzte und Getötete;2013;201308;645;635;-33.91;Jan 57;534
Verkehrsunfälle;Verletzte und Getötete;2013;201309;617;632;-4.34;-2.37;532
Verkehrsunfälle;Verletzte und Getötete;2013;201310;595;580;-3.57;Feb 59;534
Verkehrsunfälle;Verletzte und Getötete;2013;201311;483;471;-18.82;Feb 55;535
Verkehrsunfälle;Verletzte und Getötete;2013;201312;423;317;-12.42;33.44;544
Verkehrsunfälle;Verletzte und Getötete;2012;Summe;6404;5869;;09. Dez;
Verkehrsunfälle;Verletzte und Getötete;2012;201201;338;328;-8.65;03. Mai;490
Verkehrsunfälle;Verletzte und Getötete;2012;201202;290;343;-14.2;-15.45;486
Verkehrsunfälle;Verletzte und Getötete;2012;201203;526;425;81.38;23.76;494
Verkehrsunfälle;Verletzte und Getötete;2012;201204;485;604;-7.79;-19.7;484
Verkehrsunfälle;Verletzte und Getötete;2012;201205;719;765;48.25;-6.01;480
Verkehrsunfälle;Verletzte und Getötete;2012;201206;681;472;-5.29;44.28;498
Verkehrsunfälle;Verletzte und Getötete;2012;201207;730;637;07. Feb;14. Jun;505
Verkehrsunfälle;Verletzte und Getötete;2012;201208;635;487;-13.01;30.39;518
Verkehrsunfälle;Verletzte und Getötete;2012;201209;632;519;-0.47;21.77;527
Verkehrsunfälle;Verletzte und Getötete;2012;201210;580;481;-8.23;20.58;535
Verkehrsunfälle;Verletzte und Getötete;2012;201211;471;438;-18.79;Jul 53;538
Verkehrsunfälle;Verletzte und Getötete;2012;201212;317;370;-32.7;-14.32;534
Verkehrsunfälle;Verletzte und Getötete;2011;Summe;5869;4822;;21.71;
Verkehrsunfälle;Verletzte und Getötete;2011;201101;328;192;18.41;70.83;413
Verkehrsunfälle;Verletzte und Getötete;2011;201102;343;247;Apr 57;38.87;421
Verkehrsunfälle;Verletzte und Getötete;2011;201103;425;341;23.91;24.63;428
Verkehrsunfälle;Verletzte und Getötete;2011;201104;604;216;42.12;179.63;461
Verkehrsunfälle;Verletzte und Getötete;2011;201105;765;389;26.66;96.66;492
Verkehrsunfälle;Verletzte und Getötete;2011;201106;472;517;-38.3;-8.7;488
Verkehrsunfälle;Verletzte und Getötete;2011;201107;637;721;34.96;-11.65;481
Verkehrsunfälle;Verletzte und Getötete;2011;201108;487;481;-23.55;Jan 25;482
Verkehrsunfälle;Verletzte und Getötete;2011;201109;519;534;Jun 57;-2.81;480
Verkehrsunfälle;Verletzte und Getötete;2011;201110;481;524;-7.32;-8.21;477
Verkehrsunfälle;Verletzte und Getötete;2011;201111;438;383;-8.94;14.36;481
Verkehrsunfälle;Verletzte und Getötete;2011;201112;370;277;-15.53;33.57;489
Verkehrsunfälle;Verletzte und Getötete;2010;Summe;4822;4865;;-0.88;
Verkehrsunfälle;Verletzte und Getötete;2010;201001;192;223;-50.9;-13.9;403
Verkehrsunfälle;Verletzte und Getötete;2010;201002;247;340;28.65;-27.35;395
Verkehrsunfälle;Verletzte und Getötete;2010;201003;341;245;38.06;39.18;403
Verkehrsunfälle;Verletzte und Getötete;2010;201004;216;416;-36.66;-48.08;386
Verkehrsunfälle;Verletzte und Getötete;2010;201005;389;535;80.09;-27.29;374
Verkehrsunfälle;Verletzte und Getötete;2010;201006;517;443;32.9;16. Jul;380
Verkehrsunfälle;Verletzte und Getötete;2010;201007;721;556;39.46;29.68;394
Verkehrsunfälle;Verletzte und Getötete;2010;201008;481;466;-33.29;Mrz 22;395
Verkehrsunfälle;Verletzte und Getötete;2010;201009;534;452;11. Feb;18.14;402
Verkehrsunfälle;Verletzte und Getötete;2010;201010;524;432;-1.87;21. Mrz;410
Verkehrsunfälle;Verletzte und Getötete;2010;201011;383;366;-26.91;Apr 64;411
Verkehrsunfälle;Verletzte und Getötete;2010;201012;277;391;-27.68;-29.16;402
Verkehrsunfälle;Verletzte und Getötete;2009;Summe;4865;4751;;02. Apr;
Verkehrsunfälle;Verletzte und Getötete;2009;200901;223;307;-18.01;-27.36;389
Verkehrsunfälle;Verletzte und Getötete;2009;200902;340;340;52.47;0;389
Verkehrsunfälle;Verletzte und Getötete;2009;200903;245;254;-27.94;-3.54;388
Verkehrsunfälle;Verletzte und Getötete;2009;200904;416;355;69.8;17.18;393
Verkehrsunfälle;Verletzte und Getötete;2009;200905;535;534;28.61;0.19;393
Verkehrsunfälle;Verletzte und Getötete;2009;200906;443;473;-17.2;-6.34;391
Verkehrsunfälle;Verletzte und Getötete;2009;200907;556;538;25.51;Mrz 35;392
Verkehrsunfälle;Verletzte und Getötete;2009;200908;466;480;-16.19;-2.92;391
Verkehrsunfälle;Verletzte und Getötete;2009;200909;452;422;-3;07. Nov;394
Verkehrsunfälle;Verletzte und Getötete;2009;200910;432;455;-4.42;-5.05;392
Verkehrsunfälle;Verletzte und Getötete;2009;200911;366;321;-15.28;14. Feb;396
Verkehrsunfälle;Verletzte und Getötete;2009;200912;391;272;Jun 83;43.75;405
Verkehrsunfälle;Verletzte und Getötete;2008;Summe;4751;5223;;-9.04;
Verkehrsunfälle;Verletzte und Getötete;2008;200801;307;268;-25.85;14.55;439
Verkehrsunfälle;Verletzte und Getötete;2008;200802;340;277;Okt 75;22.74;444
Verkehrsunfälle;Verletzte und Getötete;2008;200803;254;347;-25.29;-26.8;436
Verkehrsunfälle;Verletzte und Getötete;2008;200804;355;500;39.76;-29;424
Verkehrsunfälle;Verletzte und Getötete;2008;200805;534;591;50.42;-9.64;419
Verkehrsunfälle;Verletzte und Getötete;2008;200806;473;535;-11.42;-11.59;414
Verkehrsunfälle;Verletzte und Getötete;2008;200807;538;511;13.74;Mai 28;416
Verkehrsunfälle;Verletzte und Getötete;2008;200808;480;422;-10.78;13.74;421
Verkehrsunfälle;Verletzte und Getötete;2008;200809;422;462;-12.08;-8.66;418
Verkehrsunfälle;Verletzte und Getötete;2008;200810;455;491;Jul 82;-7.33;415
Verkehrsunfälle;Verletzte und Getötete;2008;200811;321;405;-29.45;-20.74;408
Verkehrsunfälle;Verletzte und Getötete;2008;200812;272;414;-15.26;-34.3;396
Verkehrsunfälle;Verletzte und Getötete;2007;Summe;5223;5804;;-10.01;
Verkehrsunfälle;Verletzte und Getötete;2007;200701;268;364;-42.49;-26.37;476
Verkehrsunfälle;Verletzte und Getötete;2007;200702;277;279;Mrz 36;-0.72;476
Verkehrsunfälle;Verletzte und Getötete;2007;200703;347;375;25.27;-7.47;473
Verkehrsunfälle;Verletzte und Getötete;2007;200704;500;387;44.09;29.2;483
Verkehrsunfälle;Verletzte und Getötete;2007;200705;591;564;18. Feb;Apr 79;485
Verkehrsunfälle;Verletzte und Getötete;2007;200706;535;479;-9.48;Nov 69;490
Verkehrsunfälle;Verletzte und Getötete;2007;200707;511;787;-4.49;-35.07;467
Verkehrsunfälle;Verletzte und Getötete;2007;200708;422;513;-17.42;-17.74;459
Verkehrsunfälle;Verletzte und Getötete;2007;200709;462;490;Sep 48;-5.71;457
Verkehrsunfälle;Verletzte und Getötete;2007;200710;491;632;Jun 28;-22.31;445
Verkehrsunfälle;Verletzte und Getötete;2007;200711;405;468;-17.52;-13.46;440
Verkehrsunfälle;Verletzte und Getötete;2007;200712;414;466;Feb 22;-11.16;435
Verkehrsunfälle;Verletzte und Getötete;2006;Summe;5804;6402;;-9.34;
Verkehrsunfälle;Verletzte und Getötete;2006;200601;364;306;-20.87;18.95;538
Verkehrsunfälle;Verletzte und Getötete;2006;200602;279;282;-23.35;-1.06;538
Verkehrsunfälle;Verletzte und Getötete;2006;200603;375;385;34.41;-2.6;537
Verkehrsunfälle;Verletzte und Getötete;2006;200604;387;514;03. Feb;-24.71;527
Verkehrsunfälle;Verletzte und Getötete;2006;200605;564;618;45.74;-8.74;522
Verkehrsunfälle;Verletzte und Getötete;2006;200606;479;729;-15.07;-34.29;501
Verkehrsunfälle;Verletzte und Getötete;2006;200607;787;675;64.3;16.59;511
Verkehrsunfälle;Verletzte und Getötete;2006;200608;513;582;-34.82;-11.86;505
Verkehrsunfälle;Verletzte und Getötete;2006;200609;490;825;-4.48;-40.61;477
Verkehrsunfälle;Verletzte und Getötete;2006;200610;632;568;28.98;Nov 27;482
Verkehrsunfälle;Verletzte und Getötete;2006;200611;468;458;-25.95;Feb 18;483
Verkehrsunfälle;Verletzte und Getötete;2006;200612;466;460;-0.43;01. Mrz;484
Verkehrsunfälle;Verletzte und Getötete;2005;Summe;6402;6219;;Feb 94;
Verkehrsunfälle;Verletzte und Getötete;2005;200501;306;377;-26.44;-18.83;512
Verkehrsunfälle;Verletzte und Getötete;2005;200502;282;310;-7.84;-9.03;510
Verkehrsunfälle;Verletzte und Getötete;2005;200503;385;403;36.52;-4.47;509
Verkehrsunfälle;Verletzte und Getötete;2005;200504;514;461;33.51;11. Mai;513
Verkehrsunfälle;Verletzte und Getötete;2005;200505;618;600;20.23;3;514
Verkehrsunfälle;Verletzte und Getötete;2005;200506;729;598;17.96;21.91;525
Verkehrsunfälle;Verletzte und Getötete;2005;200507;675;811;-7.41;-16.77;514
Verkehrsunfälle;Verletzte und Getötete;2005;200508;582;584;-13.78;-0.34;514
Verkehrsunfälle;Verletzte und Getötete;2005;200509;825;659;41.75;25.19;528
Verkehrsunfälle;Verletzte und Getötete;2005;200510;568;561;-31.15;Jan 25;528
Verkehrsunfälle;Verletzte und Getötete;2005;200511;458;439;-19.37;Apr 33;530
Verkehrsunfälle;Verletzte und Getötete;2005;200512;460;416;0.44;Okt 58;534
Verkehrsunfälle;Verletzte und Getötete;2004;Summe;6219;6365;;-2.29;
Verkehrsunfälle;Verletzte und Getötete;2004;200401;377;358;-23.53;Mai 31;532
Verkehrsunfälle;Verletzte und Getötete;2004;200402;310;308;-17.77;0.65;532
Verkehrsunfälle;Verletzte und Getötete;2004;200403;403;476;30;-15.34;526
Verkehrsunfälle;Verletzte und Getötete;2004;200404;461;535;14.39;-13.83;520
Verkehrsunfälle;Verletzte und Getötete;2004;200405;600;632;30.15;-5.06;517
Verkehrsunfälle;Verletzte und Getötete;2004;200406;598;723;-0.33;-17.29;507
Verkehrsunfälle;Verletzte und Getötete;2004;200407;811;644;35.62;25.93;521
Verkehrsunfälle;Verletzte und Getötete;2004;200408;584;577;-27.99;Jan 21;521
Verkehrsunfälle;Verletzte und Getötete;2004;200409;659;560;Dez 84;17.68;530
Verkehrsunfälle;Verletzte und Getötete;2004;200410;561;595;-14.87;-5.71;527
Verkehrsunfälle;Verletzte und Getötete;2004;200411;439;464;-21.75;-5.39;525
Verkehrsunfälle;Verletzte und Getötete;2004;200412;416;493;-5.24;-15.62;518
Verkehrsunfälle;Verletzte und Getötete;2003;Summe;6365;7026;;-9.41;
Verkehrsunfälle;Verletzte und Getötete;2003;200301;358;431;-9.14;-16.94;579
Verkehrsunfälle;Verletzte und Getötete;2003;200302;308;393;-13.97;-21.63;572
Verkehrsunfälle;Verletzte und Getötete;2003;200303;476;520;54.55;-8.46;569
Verkehrsunfälle;Verletzte und Getötete;2003;200304;535;521;Dez 39;Feb 69;570
Verkehrsunfälle;Verletzte und Getötete;2003;200305;632;654;18.13;-3.36;568
Verkehrsunfälle;Verletzte und Getötete;2003;200306;723;833;14. Apr;-13.21;559
Verkehrsunfälle;Verletzte und Getötete;2003;200307;644;865;-10.93;-25.55;540
Verkehrsunfälle;Verletzte und Getötete;2003;200308;577;601;-10.4;-3.99;538
Verkehrsunfälle;Verletzte und Getötete;2003;200309;560;621;-2.95;-9.82;533
Verkehrsunfälle;Verletzte und Getötete;2003;200310;595;630;Jun 25;-5.56;530
Verkehrsunfälle;Verletzte und Getötete;2003;200311;464;563;-22.02;-17.58;522
Verkehrsunfälle;Verletzte und Getötete;2003;200312;493;394;Jun 25;25.13;530
Verkehrsunfälle;Verletzte und Getötete;2002;Summe;7026;7452;;-5.72;
Verkehrsunfälle;Verletzte und Getötete;2002;200201;431;448;-14.99;-3.79;620
Verkehrsunfälle;Verletzte und Getötete;2002;200202;393;439;-8.82;-10.48;616
Verkehrsunfälle;Verletzte und Getötete;2002;200203;520;535;32.32;-2.8;615
Verkehrsunfälle;Verletzte und Getötete;2002;200204;521;578;0.19;-9.86;610
Verkehrsunfälle;Verletzte und Getötete;2002;200205;654;817;25.53;-19.95;596
Verkehrsunfälle;Verletzte und Getötete;2002;200206;833;679;27.37;22.68;609
Verkehrsunfälle;Verletzte und Getötete;2002;200207;865;921;Mrz 84;-6.08;604
Verkehrsunfälle;Verletzte und Getötete;2002;200208;601;600;-30.52;0.17;604
Verkehrsunfälle;Verletzte und Getötete;2002;200209;621;643;Mrz 33;-3.42;603
Verkehrsunfälle;Verletzte und Getötete;2002;200210;630;717;Jan 45;-12.13;595
Verkehrsunfälle;Verletzte und Getötete;2002;200211;563;568;-10.63;-0.88;595
Verkehrsunfälle;Verletzte und Getötete;2002;200212;394;507;-30.02;-22.29;586
Verkehrsunfälle;Verletzte und Getötete;2001;Summe;7452;7053;;Mai 66;
Verkehrsunfälle;Verletzte und Getötete;2001;200101;448;434;-13.01;Mrz 23;589
Verkehrsunfälle;Verletzte und Getötete;2001;200102;439;419;-2.01;Apr 77;591
Verkehrsunfälle;Verletzte und Getötete;2001;200103;535;509;21.87;05. Nov;593
Verkehrsunfälle;Verletzte und Getötete;2001;200104;578;557;08. Apr;Mrz 77;595
Verkehrsunfälle;Verletzte und Getötete;2001;200105;817;675;41.35;21. Apr;606
Verkehrsunfälle;Verletzte und Getötete;2001;200106;679;685;-16.89;-0.88;606
Verkehrsunfälle;Verletzte und Getötete;2001;200107;921;744;35.64;23.79;621
Verkehrsunfälle;Verletzte und Getötete;2001;200108;600;647;-34.85;-7.26;617
Verkehrsunfälle;Verletzte und Getötete;2001;200109;643;675;Jul 17;-4.74;614
Verkehrsunfälle;Verletzte und Getötete;2001;200110;717;615;Nov 51;16.59;623
Verkehrsunfälle;Verletzte und Getötete;2001;200111;568;578;-20.78;-1.73;622
Verkehrsunfälle;Verletzte und Getötete;2001;200112;507;515;-10.74;-1.55;621
Verkehrsunfälle;Verletzte und Getötete;2000;Summe;7053;;;;
Verkehrsunfälle;Verletzte und Getötete;2000;200001;434;;;;434
Verkehrsunfälle;Verletzte und Getötete;2000;200002;419;;-3.46;;427
Verkehrsunfälle;Verletzte und Getötete;2000;200003;509;;21.48;;454
Verkehrsunfälle;Verletzte und Getötete;2000;200004;557;;Sep 43;;480
Verkehrsunfälle;Verletzte und Getötete;2000;200005;675;;21.18;;519
Verkehrsunfälle;Verletzte und Getötete;2000;200006;685;;Jan 48;;547
Verkehrsunfälle;Verletzte und Getötete;2000;200007;744;;Aug 61;;575
Verkehrsunfälle;Verletzte und Getötete;2000;200008;647;;-13.04;;584
Verkehrsunfälle;Verletzte und Getötete;2000;200009;675;;Apr 33;;594
Verkehrsunfälle;Verletzte und Getötete;2000;200010;615;;-8.89;;596
Verkehrsunfälle;Verletzte und Getötete;2000;200011;578;;-6.02;;594
Verkehrsunfälle;Verletzte und Getötete;2000;200012;515;;-10.9;;588
